Table 1-1
iso_code;continent;location;date;total_cases;new_cases;new_cases_smoothed;total_deaths;new_deaths;new_deaths_smoothed;total_cases_per_million;new_cases_per_million;new_cases_smoothed_per_million;total_deaths_per_million;new_deaths_per_million;new_deaths_smoothed_per_million;reproduction_rate;icu_patients;icu_patients_per_million;hosp_patients;hosp_patients_per_million;weekly_icu_admissions;weekly_icu_admissions_per_million;weekly_hosp_admissions;weekly_hosp_admissions_per_million;new_tests;total_tests;total_tests_per_thousand;new_tests_per_thousand;new_tests_smoothed;new_tests_smoothed_per_thousand;positive_rate;tests_per_case;tests_units;total_vaccinations;new_vaccinations;total_vaccinations_per_hundred;new_vaccinations_per_million;stringency_index;population;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy;human_development_index
AZE;Asia;Azerbaijan;2020-08-02;32443;286;341,857;462;8;6,429;3199,767;28,207;33,716;45,566;0,789;0,634;0,72;;;;;;;;;;;;;;;;;;;;;;93,52;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-03;32684;241;319,714;468;6;6,429;3223,536;23,769;31,533;46,158;0,592;0,634;0,68;;;;;;;;;;;;;;;;;;;;;;93,52;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-04;32910;226;293,143;473;5;6,143;3245,826;22,29;28,912;46,651;0,493;0,606;0,64;;;;;;;;;;;;;;;;;;;;;;93,52;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-05;33103;193;268,857;476;3;5,429;3264,861;19,035;26,517;46,947;0,296;0,535;0,6;;;;;;;;;;;;;;;;;;;;;;93,52;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-06;33247;144;241;479;3;5,429;3279,064;14,202;23,769;47,243;0,296;0,535;0,56;;;;;;;;;;;;;;;;;;;;;;93,52;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-07;33376;129;214;483;4;5;3291,787;12,723;21,106;47,637;0,395;0,493;0,53;;;;;;;;;;;;;;;;;;;;;;93,52;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-08;33481;105;189,143;488;5;4,857;3302,142;10,356;18,655;48,13;0,493;0,479;0,51;;;;;;;;;;;;;;;;;;;;;;93,52;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-09;33568;87;160,714;490;2;4;3310,723;8,581;15,851;48,327;0,197;0,395;0,5;;;;;;;;;;;;;;;;;;;;;;93,52;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-10;33647;79;137,571;492;2;3,429;3318,515;7,792;13,568;48,525;0,197;0,338;0,51;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-11;33731;84;117,286;495;3;3,143;3326,799;8,285;11,568;48,821;0,296;0,31;0,53;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-12;33824;93;103;497;2;3;3335,972;9,172;10,159;49,018;0,197;0,296;0,57;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-13;33915;91;95,429;500;3;3;3344,947;8,975;9,412;49,314;0,296;0,296;0,62;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-14;34018;103;91,714;504;4;3;3355,105;10,159;9,046;49,708;0,395;0,296;0,67;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-15;34107;89;89,429;506;2;2,571;3363,883;8,778;8,82;49,905;0,197;0,254;0,72;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-16;34219;112;93;506;0;2,286;3374,929;11,046;9,172;49,905;0;0,225;0,79;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-17;34343;124;99,429;508;2;2,286;3387,159;12,23;9,806;50,103;0,197;0,225;0,85;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-18;34474;131;106,143;509;1;2;3400,079;12,92;10,469;50,201;0,099;0,197;0,91;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-19;34620;146;113,714;510;1;1,857;3414,479;14,4;11,215;50,3;0,099;0,183;0,97;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-20;34759;139;120,571;510;0;1,429;3428,188;13,709;11,892;50,3;0;0,141;1,01;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-21;34921;162;129;512;2;1,143;3444,166;15,978;12,723;50,497;0,197;0,113;1,04;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-22;35105;184;142,571;515;3;1,286;3462,313;18,147;14,061;50,793;0,296;0,127;1,06;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-23;35274;169;150,714;518;3;1,714;3478,981;16,668;14,865;51,089;0,296;0,169;1,05;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-24;35426;152;154,714;519;1;1,571;3493,973;14,991;15,259;51,188;0,099;0,155;1,03;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-25;35559;133;155;521;2;1,714;3507,09;13,117;15,287;51,385;0,197;0,169;1,01;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-26;35707;148;155,286;522;1;1,714;3521,687;14,597;15,315;51,483;0,099;0,169;1,01;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-27;35844;137;155;524;2;2;3535,199;13,512;15,287;51,681;0,197;0,197;1;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-28;35986;142;152,143;527;3;2,143;3549,204;14,005;15,005;51,977;0,296;0,211;1,01;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-29;36174;188;152,714;529;2;2;3567,746;18,542;15,062;52,174;0,197;0,197;1,02;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-30;36309;135;147,857;531;2;1,857;3581,061;13,315;14,583;52,371;0,197;0,183;1;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-08-31;36435;126;144,143;534;3;2,143;3593,488;12,427;14,216;52,667;0,296;0,211;0,98;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-01;36578;143;145,571;536;2;2,143;3607,591;14,104;14,357;52,864;0,197;0,211;0,99;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-02;36732;154;146,429;538;2;2,286;3622,78;15,189;14,442;53,062;0,197;0,225;1;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-03;36899;167;150,714;541;3;2,429;3639,251;16,471;14,865;53,357;0,296;0,24;1;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-04;37031;132;149,286;543;2;2,286;3652,27;13,019;14,724;53,555;0,197;0,225;0,98;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-05;37192;161;145,429;545;2;2,286;3668,149;15,879;14,343;53,752;0,197;0,225;0,98;;;;;;;;;;;;;;;;;;;;;;85,19;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-06;37329;137;145,714;548;3;2,429;3681,66;13,512;14,371;54,048;0,296;0,24;0,96;;;;;;;;;;;;;;;;;;;;;;82,41;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-07;37418;89;140,429;551;3;2,429;3690,438;8,778;13,85;54,344;0,296;0,24;0,94;;;;;;;;;;;;;;;;;;;;;;82,41;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-08;37557;139;139,857;552;1;2,286;3704,148;13,709;13,794;54,442;0,099;0,225;0,97;;;;;;;;;;;;;;;;;;;;;;82,41;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-09;37732;175;142,857;555;3;2,429;3721,407;17,26;14,09;54,738;0,296;0,24;1;;;;;;;;;;;;;;;;;;;;;;82,41;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-10;37874;142;139,286;556;1;2,143;3735,412;14,005;13,737;54,837;0,099;0,211;0,99;;;;;;;;;;;;;;;;;;;;;;82,41;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-11;38037;163;143,714;557;1;2;3751,489;16,076;14,174;54,935;0,099;0,197;0,98;;;;;;;;;;;;;;;;;;;;;;82,41;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-12;38172;135;140;559;2;2;3764,803;13,315;13,808;55,133;0,197;0,197;0,96;;;;;;;;;;;;;;;;;;;;;;82,41;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-13;38327;155;142,571;562;3;2;3780,091;15,287;14,061;55,429;0,296;0,197;0,94;;;;;;;;;;;;;;;;;;;;;;82,41;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-14;38403;76;140,714;564;2;1,857;3787,586;7,496;13,878;55,626;0,197;0,183;0,9;;;;;;;;;;;;;;;;;;;;;;82,41;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-15;38517;114;137,143;566;2;2;3798,83;11,244;13,526;55,823;0,197;0,197;0,91;;;;;;;;;;;;;;;;;;;;;;78,7;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-16;38658;141;132,286;569;3;2;3812,736;13,906;13,047;56,119;0,296;0,197;0,93;;;;;;;;;;;;;;;;;;;;;;78,7;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-17;38777;119;129;571;2;2,143;3824,473;11,737;12,723;56,316;0,197;0,211;0,93;;;;;;;;;;;;;;;;;;;;;;78,7;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-18;38894;117;122,429;572;1;2,143;3836,012;11,539;12,075;56,415;0,099;0,211;0,94;;;;;;;;;;;;;;;;;;;;;;70,37;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-19;39042;148;124,286;574;2;2,143;3850,609;14,597;12,258;56,612;0,197;0,211;0,96;;;;;;;;;;;;;;;;;;;;;;70,37;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-20;39188;146;123;575;1;1,857;3865,009;14,4;12,131;56,711;0,099;0,183;0,95;;;;;;;;;;;;;;;;;;;;;;70,37;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-21;39280;92;125,286;576;1;1,714;3874,082;9,074;12,357;56,809;0,099;0,169;0,93;;;;;;;;;;;;;;;;;;;;;;70,37;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-22;39378;98;123;578;2;1,714;3883,748;9,665;12,131;57,007;0,197;0,169;0,93;;;;;;;;;;;;;;;;;;;;;;70,37;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-23;39524;146;123,714;580;2;1,571;3898,148;14,4;12,202;57,204;0,197;0,155;0,96;;;;;;;;;;;;;;;;;;;;;;70,37;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-24;39686;162;129,857;581;1;1,429;3914,125;15,978;12,807;57,302;0,099;0,141;0,96;;;;;;;;;;;;;;;;;;;;;;70,37;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-25;39787;101;127,571;583;2;1,571;3924,087;9,961;12,582;57,5;0,197;0,155;0,91;;;;;;;;;;;;;;;;;;;;;;70,37;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-26;39895;108;121,857;585;2;1,571;3934,738;10,652;12,018;57,697;0,197;0,155;0,89;;;;;;;;;;;;;;;;;;;;;;70,37;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-27;40023;128;119,286;586;1;1,571;3947,363;12,624;11,765;57,796;0,099;0,155;0,87;;;;;;;;;;;;;;;;;;;;;;70,37;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-28;40061;38;111,571;588;2;1,714;3951,11;3,748;11,004;57,993;0,197;0,169;0,83;;;;;;;;;;;;;;;;;;;;;;70,37;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-29;40119;58;105,857;590;2;1,714;3956,831;5,72;10,44;58,19;0,197;0,169;0,86;;;;;;;;;;;;;;;;;;;;;;68,98;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-09-30;40229;110;100,714;591;1;1,571;3967,68;10,849;9,933;58,289;0,099;0,155;0,93;;;;;;;;;;;;;;;;;;;;;;68,98;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-01;40309;80;89;593;2;1,714;3975,57;7,89;8,778;58,486;0,197;0,169;0,99;;;;;;;;;;;;;;;;;;;;;;68,98;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-02;40453;144;95,143;594;1;1,571;3989,772;14,202;9,384;58,585;0,099;0,155;1,07;;;;;;;;;;;;;;;;;;;;;;68,98;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-03;40561;108;95,143;595;1;1,429;4000,424;10,652;9,384;58,683;0,099;0,141;1,11;;;;;;;;;;;;;;;;;;;;;;68,98;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-04;40691;130;95,429;596;1;1,429;4013,246;12,822;9,412;58,782;0,099;0,141;1,16;;;;;;;;;;;;;;;;;;;;;;68,98;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-05;40788;97;103,857;598;2;1,429;4022,813;9,567;10,243;58,979;0,197;0,141;1,2;;;;;;;;;;;;;;;;;;;;;;68,98;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-06;40931;143;116;600;2;1,429;4036,916;14,104;11,441;59,176;0,197;0,141;1,29;;;;;;;;;;;;;;;;;;;;;;68,98;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-07;41113;182;126,286;602;2;1,571;4054,866;17,95;12,455;59,374;0,197;0,155;1,37;;;;;;;;;;;;;;;;;;;;;;68,98;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-08;41304;191;142,143;603;1;1,429;4073,704;18,838;14,019;59,472;0,099;0,141;1,43;;;;;;;;;;;;;;;;;;;;;;66,2;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-09;41519;215;152,286;605;2;1,571;4094,909;21,205;15,02;59,67;0,197;0,155;1,47;;;;;;;;;;;;;;;;;;;;;;66,2;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-10;41752;233;170,143;608;3;1,857;4117,889;22,98;16,781;59,965;0,296;0,183;1,5;;;;;;;;;;;;;;;;;;;;;;66,2;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-11;41982;230;184,429;609;1;1,857;4140,574;22,684;18,19;60,064;0,099;0,183;1,51;;;;;;;;;;;;;;;;;;;;;;66,2;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-12;42104;122;188;609;0;1,571;4152,606;12,033;18,542;60,064;0;0,155;1,53;;;;;;;;;;;;;;;;;;;;;;66,2;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-13;42381;277;207,143;612;3;1,714;4179,926;27,32;20,43;60,36;0,296;0,169;1,65;;;;;;;;;;;;;;;;;;;;;;66,2;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-14;42750;369;233,857;616;4;2;4216,319;36,393;23,065;60,754;0,395;0,197;1,76;;;;;;;;;;;;;;;;;;;;;;66,2;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-15;43280;530;282,286;619;3;2,286;4268,592;52,272;27,841;61,05;0,296;0,225;1,83;;;;;;;;;;;;;;;;;;;;;;66,2;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-16;43789;509;324,286;621;2;2,286;4318,793;50,201;31,983;61,248;0,197;0,225;1,81;;;;;;;;;;;;;;;;;;;;;;66,2;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-17;44317;528;366,429;623;2;2,143;4370,868;52,075;36,14;61,445;0,197;0,211;1,77;;;;;;;;;;;;;;;;;;;;;;66,2;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-18;44964;647;426;626;3;2,429;4434,68;63,812;42,015;61,741;0,296;0,24;1,71;;;;;;;;;;;;;;;;;;;;;;66,2;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-19;45295;331;455,857;630;4;3;4467,326;32,646;44,96;62,135;0,395;0,296;1,62;;;;;;;;;;;;;;;;;;;;;;69,91;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-20;45879;584;499,714;635;5;3,286;4524,924;57,598;49,285;62,628;0,493;0,324;1,62;;;;;;;;;;;;;;;;;;;;;;69,91;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-21;46593;714;549;642;7;3,714;4595,344;70,42;54,146;63,319;0,69;0,366;1,63;;;;;;;;;;;;;;;;;;;;;;69,91;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-22;47418;825;591,143;648;6;4,143;4676,712;81,368;58,303;63,911;0,592;0,409;1,61;;;;;;;;;;;;;;;;;;;;;;69,91;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-23;48221;803;633,143;656;8;5;4755,91;79,198;62,445;64,7;0,789;0,493;1,56;;;;;;;;;;;;;;;;;;;;;;64,35;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-24;49013;792;670,857;664;8;5,857;4834,022;78,113;66,165;65,489;0,789;0,578;1,51;;;;;;;;;;;;;;;;;;;;;;64,35;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-25;49959;946;713,571;671;7;6,429;4927,324;93,301;70,378;66,179;0,69;0,634;1,45;;;;;;;;;;;;;;;;;;;;;;64,35;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-26;50486;527;741,571;679;8;7;4979,301;51,977;73,139;66,968;0,789;0,69;1,38;;;;;;;;;;;;;;;;;;;;;;64,35;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-27;51149;663;752,857;688;9;7,571;5044,691;65,39;74,252;67,856;0,888;0,747;1,37;;;;;;;;;;;;;;;;;;;;;;64,35;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-28;52137;988;792;699;11;8,143;5142,134;97,444;78,113;68,941;1,085;0,803;1,39;;;;;;;;;;;;;;;;;;;;;;64,35;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-29;53152;1015;819,143;708;9;8,571;5242,241;100,107;80,79;69,828;0,888;0,845;1,39;;;;;;;;;;;;;;;;;;;;;;64,35;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
AZE;Asia;Azerbaijan;2020-10-30;54174;1022;850,429;718;10;8,857;5343,038;100,797;83,876;70,814;0,986;0,874;1,38;;;;;;;;;;;;;;;;;;;;;;64,35;10139175;119,309;32,4;6,018;3,871;15847,419;;559,812;7,11;0,3;42,5;83,241;4,7;73;0,757
