location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,total_vaccinations_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Germany,2020-06-01,183594,184,427.714,8555,15,35.143,2191.279,2.196,5.105,102.108,0.179,0.419,0.78,696,8.307,,,,,,,,,,,56056,0.669,,,tests performed,,,59.72,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-02,183879,285,382.714,8563,8,27.286,2194.681,3.402,4.568,102.203,0.095,0.326,0.79,691,8.247,,,,,,,,,,,54742,0.653,,,tests performed,,,59.72,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-03,184121,242,371,8602,39,24.857,2197.569,2.888,4.428,102.669,0.465,0.297,0.81,631,7.531,,,,,,,,,,,53429,0.638,,,tests performed,,,59.72,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-04,184472,351,325.143,8635,33,23.571,2201.758,4.189,3.881,103.063,0.394,0.281,0.84,595,7.102,,,,,,,,,,,52115,0.622,,,tests performed,,,59.72,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-05,184924,452,286,8658,23,22,2207.153,5.395,3.414,103.337,0.275,0.263,0.86,584,6.97,,,,,,,,,,,50801,0.606,,,tests performed,,,59.72,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-06,185450,526,323,8673,15,20.429,2213.431,6.278,3.855,103.516,0.179,0.244,0.87,561,6.696,,,,,,,,,,,49488,0.591,,,tests performed,,,59.72,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-07,185750,300,334.286,8685,12,20.714,2217.012,3.581,3.99,103.659,0.143,0.247,0.88,566,6.755,,,,,227.073,2.71,,4702449,56.126,,48174,0.575,0.009,111.1,tests performed,,,59.72,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-08,186109,359,359.286,8695,10,20,2221.297,4.285,4.288,103.779,0.119,0.239,0.89,543,6.481,,,,,,,,,,,47969,0.573,,,tests performed,,,59.72,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-09,186506,397,375.286,8736,41,24.714,2226.035,4.738,4.479,104.268,0.489,0.295,0.89,516,6.159,,,,,,,,,,,47765,0.57,,,tests performed,,,59.72,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-10,186522,16,343,8752,16,21.429,2226.226,0.191,4.094,104.459,0.191,0.256,0.9,483,5.765,,,,,,,,,,,47560,0.568,,,tests performed,,,59.72,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-11,186691,169,317,8772,20,19.571,2228.243,2.017,3.784,104.698,0.239,0.234,0.93,452,5.395,,,,,,,,,,,47356,0.565,,,tests performed,,,59.72,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-12,187226,535,328.857,8783,11,17.857,2234.629,6.385,3.925,104.829,0.131,0.213,0.97,450,5.371,,,,,,,,,,,47151,0.563,,,tests performed,,,59.72,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-13,187267,41,259.571,8793,10,17.143,2235.118,0.489,3.098,104.949,0.119,0.205,0.98,441,5.264,,,,,,,,,,,46947,0.56,,,tests performed,,,59.72,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-14,187518,251,252.571,8801,8,16.571,2238.114,2.996,3.015,105.044,0.095,0.198,1.03,438,5.228,,,,,278.542,3.325,,5029645,60.031,,46742,0.558,0.009,111.1,tests performed,,,59.72,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-15,187682,164,224.714,8807,6,16,2240.071,1.957,2.682,105.116,0.072,0.191,1.08,434,5.18,,,,,,,,,,,47949,0.572,,,tests performed,,,59.72,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-16,188252,570,249.429,8820,13,12,2246.874,6.803,2.977,105.271,0.155,0.143,1.14,421,5.025,,,,,,,,,,,49155,0.587,,,tests performed,,,59.72,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-17,188604,352,297.429,8851,31,14.143,2251.076,4.201,3.55,105.641,0.37,0.169,1.18,407,4.858,,,,,,,,,,,50362,0.601,,,tests performed,,,59.72,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-18,189817,1213,446.571,8875,24,14.714,2265.553,14.478,5.33,105.927,0.286,0.176,1.23,394,4.703,,,,,,,,,,,51568,0.615,,,tests performed,,,63.43,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-19,190299,482,439,8887,12,14.857,2271.306,5.753,5.24,106.07,0.143,0.177,1.19,374,4.464,,,,,,,,,,,52775,0.63,,,tests performed,,,63.43,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-20,190670,371,486.143,8895,8,14.571,2275.734,4.428,5.802,106.166,0.095,0.174,1.17,359,4.285,,,,,,,,,,,53981,0.644,,,tests performed,,,63.43,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-21,191272,602,536.286,8895,0,13.429,2282.919,7.185,6.401,106.166,0,0.16,1.15,350,4.177,,,,,248.266,2.963,,5415961,64.642,,55188,0.659,0.014,71.4,tests performed,,,63.43,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-22,191768,496,583.714,8899,4,13.143,2288.839,5.92,6.967,106.214,0.048,0.157,1.13,363,4.333,,,,,,,,,,,56786,0.678,,,tests performed,,,63.43,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-23,192480,712,604,8914,15,13.429,2297.338,8.498,7.209,106.393,0.179,0.16,1.11,358,4.273,,,,,,,,,,,58384,0.697,,,tests performed,,,63.43,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-24,192871,391,609.571,8928,14,11,2302.004,4.667,7.276,106.56,0.167,0.131,1.08,353,4.213,,,,,,,,,,,59982,0.716,,,tests performed,,,63.43,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-25,193371,500,507.714,8940,12,9.286,2307.972,5.968,6.06,106.703,0.143,0.111,1.06,358,4.273,,,,,,,,,,,61581,0.735,,,tests performed,,,63.43,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-26,194036,665,533.857,8965,25,11.143,2315.909,7.937,6.372,107.001,0.298,0.133,1.04,359,4.285,,,,,,,,,,,63179,0.754,,,tests performed,,,63.43,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-27,194458,422,541.143,8968,3,10.429,2320.946,5.037,6.459,107.037,0.036,0.124,1.01,343,4.094,,,,,,,,,,,64777,0.773,,,tests performed,,,63.43,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-28,194693,235,488.714,8968,0,10.429,2323.751,2.805,5.833,107.037,0,0.124,0.99,335,3.998,,,,,216.98,2.59,,5880587,70.188,,66375,0.792,0.008,125,tests performed,,,63.43,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-29,195042,349,467.714,8976,8,11,2327.916,4.165,5.582,107.133,0.095,0.131,0.98,329,3.927,,,,,,,,,,,67229,0.802,,,tests performed,,,63.43,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-06-30,195418,376,419.714,8990,14,10.857,2332.404,4.488,5.009,107.3,0.167,0.13,0.97,333,3.975,,,,,,,,,,,68083,0.813,,,tests performed,,,63.43,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-01,195893,475,431.714,8995,5,9.571,2338.073,5.669,5.153,107.359,0.06,0.114,0.97,324,3.867,,,,,,,,,,,68936,0.823,,,tests performed,,,63.43,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-02,196370,477,428.429,9006,11,9.429,2343.766,5.693,5.113,107.491,0.131,0.113,0.97,325,3.879,,,,,,,,,,,69790,0.833,,,tests performed,,,63.43,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-03,196780,410,392,9010,4,6.429,2348.66,4.894,4.679,107.539,0.048,0.077,0.96,314,3.748,,,,,,,,,,,70644,0.843,,,tests performed,,,63.43,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-04,197198,418,391.429,9020,10,7.429,2353.649,4.989,4.672,107.658,0.119,0.089,0.96,320,3.819,,,,,,,,,,,71498,0.853,,,tests performed,,,63.43,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-05,197523,325,404.286,9023,3,7.857,2357.528,3.879,4.825,107.694,0.036,0.094,0.95,299,3.569,,,,,208.907,2.493,,6387046,76.232,,72351,0.864,0.006,166.7,tests performed,,,63.43,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-06,198064,541,431.714,9022,-1,6.571,2363.985,6.457,5.153,107.682,-0.012,0.078,0.95,305,3.64,,,,,,,,,,,72435,0.865,,,tests performed,,,63.43,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-07,198343,279,417.857,9032,10,6,2367.315,3.33,4.987,107.801,0.119,0.072,0.95,292,3.485,,,,,,,,,,,72518,0.866,,,tests performed,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-08,198699,356,400.857,9046,14,7.286,2371.564,4.249,4.784,107.968,0.167,0.087,0.95,287,3.425,,,,,,,,,,,72602,0.867,,,tests performed,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-09,199001,302,375.857,9057,11,7.286,2375.169,3.605,4.486,108.099,0.131,0.087,0.95,272,3.246,,,,,,,,,,,72685,0.868,,,tests performed,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-10,199332,331,364.571,9063,6,7.571,2379.119,3.951,4.351,108.171,0.072,0.09,0.96,276,3.294,,,,,,,,,,,72769,0.869,,,tests performed,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-11,199709,377,358.714,9070,7,7.143,2383.619,4.5,4.281,108.255,0.084,0.085,0.97,253,3.02,,,,,,,,,,,72852,0.87,,,tests performed,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-12,199919,210,342.286,9071,1,6.857,2386.125,2.506,4.085,108.267,0.012,0.082,0.98,254,3.032,,,,,218.999,2.614,,6897597,82.326,,72936,0.871,0.006,166.7,tests performed,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-13,200180,261,302.286,9074,3,7.429,2389.241,3.115,3.608,108.302,0.036,0.089,1,263,3.139,,,,,,,,,,,73510,0.877,,,tests performed,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-14,200456,276,301.857,9078,4,6.571,2392.535,3.294,3.603,108.35,0.048,0.078,1.04,256,3.055,,,,,,,,,,,74085,0.884,,,tests performed,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-15,200890,434,313,9080,2,4.857,2397.715,5.18,3.736,108.374,0.024,0.058,1.07,246,2.936,,,,,,,,,,,74659,0.891,,,tests performed,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-16,201450,560,349.857,9087,7,4.286,2404.399,6.684,4.176,108.458,0.084,0.051,1.1,251,2.996,,,,,,,,,,,75234,0.898,,,tests performed,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-17,202045,595,387.571,9088,1,3.571,2411.5,7.102,4.626,108.469,0.012,0.043,1.12,246,2.936,,,,,,,,,,,75808,0.905,,,tests performed,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-18,202426,381,388.143,9091,3,3,2416.048,4.547,4.633,108.505,0.036,0.036,1.13,246,2.936,,,,,,,,,,,76383,0.912,,,tests performed,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-19,202735,309,402.286,9092,1,3,2419.736,3.688,4.801,108.517,0.012,0.036,1.13,249,2.972,,,,,252.303,3.011,,7436298,88.756,,76957,0.919,0.006,166.7,tests performed,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-20,203325,590,449.286,9094,2,2.857,2426.778,7.042,5.362,108.541,0.024,0.034,1.16,245,2.924,,,,,,,,,,,77258,0.922,,,tests performed,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-21,203717,392,465.857,9099,5,3,2431.456,4.679,5.56,108.601,0.06,0.036,1.17,251,2.996,,,,,,,,,,,77558,0.926,,,tests performed,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-22,204276,559,483.714,9102,3,3.143,2438.128,6.672,5.773,108.637,0.036,0.038,1.19,248,2.96,,,,,,,,,,,77859,0.929,,,tests performed,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-23,204881,605,490.143,9110,8,3.286,2445.349,7.221,5.85,108.732,0.095,0.039,1.2,234,2.793,,,,,,,,,,,78160,0.933,,,tests performed,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-24,205623,742,511.143,9120,10,4.571,2454.205,8.856,6.101,108.851,0.119,0.055,1.21,235,2.805,,,,,,,,,,,78460,0.936,,,tests performed,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-25,206278,655,550.286,9124,4,4.714,2462.023,7.818,6.568,108.899,0.048,0.056,1.2,247,2.948,,,,,,,,,,,78761,0.94,,,tests performed,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-26,206667,389,561.714,9124,0,4.571,2466.666,4.643,6.704,108.899,0,0.055,1.2,265,3.163,,,,,289.644,3.457,,7989727,95.361,,79061,0.944,0.008,125,tests performed,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-27,207112,445,541,9125,1,4.429,2471.977,5.311,6.457,108.911,0.012,0.053,1.2,257,3.067,,,,,,,,,,,79739,0.952,,,tests performed,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-28,207707,595,570,9131,6,4.571,2479.079,7.102,6.803,108.983,0.072,0.055,1.22,253,3.02,,,,,,,,,,,80416,0.96,,,tests performed,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-29,208546,839,610,9135,4,4.714,2489.093,10.014,7.281,109.03,0.048,0.056,1.24,255,3.044,,,,,,,,,,,81093,0.968,,,tests performed,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-30,209535,989,664.857,9144,9,4.857,2500.897,11.804,7.935,109.138,0.107,0.058,1.24,260,3.103,,,,,,,,,,,81771,0.976,,,tests performed,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-07-31,210399,864,682.286,9147,3,3.857,2511.209,10.312,8.143,109.174,0.036,0.046,1.23,259,3.091,,,,,,,,,,,82448,0.984,,,tests performed,,,57.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-08-01,211005,606,675.286,9154,7,4.286,2518.442,7.233,8.06,109.257,0.084,0.051,1.22,255,3.044,,,,,,,,,,,83125,0.992,,,tests performed,,,57.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-08-02,211220,215,650.429,9154,0,4.286,2521.008,2.566,7.763,109.257,0,0.051,1.21,267,3.187,,,,,329.003,3.927,,8576347,102.363,,83803,1,0.01,100,tests performed,,,57.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-08-03,212111,891,714.143,9154,0,4.143,2531.643,10.634,8.524,109.257,0,0.049,1.23,263,3.139,,,,,,,,,,,86459,1.032,,,tests performed,,,57.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-08-04,212828,717,731.571,9163,9,4.571,2540.2,8.558,8.732,109.365,0.107,0.055,1.24,258,3.079,,,,,,,,,,,89115,1.064,,,tests performed,,,57.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-08-05,214113,1285,795.286,9179,16,6.286,2555.537,15.337,9.492,109.556,0.191,0.075,1.26,238,2.841,,,,,,,,,,,91771,1.095,,,tests performed,,,57.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-08-06,215039,926,786.286,9181,2,5.286,2566.59,11.052,9.385,109.579,0.024,0.063,1.25,236,2.817,,,,,,,,,,,94427,1.127,,,tests performed,,,57.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-08-07,216196,1157,828.143,9195,14,6.857,2580.399,13.809,9.884,109.747,0.167,0.082,1.24,226,2.697,,,,,,,,,,,97083,1.159,,,tests performed,,,59.72,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-08-08,216903,707,842.571,9201,6,6.714,2588.837,8.438,10.056,109.818,0.072,0.08,1.22,228,2.721,,,,,,,,,,,99739,1.19,,,tests performed,,,56.94,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
